suspect_id,first_name,last_name,gender,age,national_id,known_addresses,criminal_record_summary,biometric_data,behavior_patterns
SUSP-00104,Chris,Smith,Female,56,NID001103,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 63.48, ""nose_width"": 35.13}, ""fingerprint_hash"": ""fp_260395""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00105,Chris,Lee,Female,39,NID001104,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 60.08, ""nose_width"": 43.9}, ""fingerprint_hash"": ""fp_355395""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00106,Jane,Lee,Female,35,NID001105,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 65.29, ""nose_width"": 43.63}, ""fingerprint_hash"": ""fp_574332""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00107,Alex,Doe,Female,33,NID001106,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 69.44, ""nose_width"": 34.43}, ""fingerprint_hash"": ""fp_560092""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00108,Jane,Doe,Male,19,NID001107,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 63.85, ""nose_width"": 38.39}, ""fingerprint_hash"": ""fp_368487""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00109,John,Doe,Male,53,NID001108,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 63.61, ""nose_width"": 36.98}, ""fingerprint_hash"": ""fp_376289""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00110,Chris,Lee,Female,37,NID001109,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 68.1, ""nose_width"": 39.19}, ""fingerprint_hash"": ""fp_269160""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00111,Jane,Smith,Female,33,NID001110,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 59.68, ""nose_width"": 42.59}, ""fingerprint_hash"": ""fp_863101""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00112,Jane,Doe,Female,20,NID001111,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 62.19, ""nose_width"": 44.51}, ""fingerprint_hash"": ""fp_808874""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00113,Jane,Brown,Female,47,NID001112,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 57.24, ""nose_width"": 32.66}, ""fingerprint_hash"": ""fp_851568""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00114,John,Smith,Female,19,NID001113,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 57.23, ""nose_width"": 39.82}, ""fingerprint_hash"": ""fp_994858""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00115,Alex,Brown,Female,52,NID001114,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 68.2, ""nose_width"": 38.53}, ""fingerprint_hash"": ""fp_645073""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00116,Jane,Smith,Female,43,NID001115,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 56.89, ""nose_width"": 40.88}, ""fingerprint_hash"": ""fp_126741""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00117,John,Doe,Female,22,NID001116,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 64.34, ""nose_width"": 44.6}, ""fingerprint_hash"": ""fp_914088""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00118,Chris,Garcia,Female,19,NID001117,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 60.16, ""nose_width"": 42.25}, ""fingerprint_hash"": ""fp_724497""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00119,Pat,Doe,Male,37,NID001118,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 55.33, ""nose_width"": 34.54}, ""fingerprint_hash"": ""fp_515455""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00120,John,Lee,Female,51,NID001119,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.31, ""nose_width"": 34.87}, ""fingerprint_hash"": ""fp_562421""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00121,Pat,Lee,Female,51,NID001120,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 69.27, ""nose_width"": 35.01}, ""fingerprint_hash"": ""fp_741124""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00122,Jane,Smith,Male,37,NID001121,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 55.96, ""nose_width"": 34.43}, ""fingerprint_hash"": ""fp_906756""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00123,Jane,Lee,Male,42,NID001122,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 59.75, ""nose_width"": 39.02}, ""fingerprint_hash"": ""fp_512830""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00124,John,Doe,Male,37,NID001123,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 57.77, ""nose_width"": 41.43}, ""fingerprint_hash"": ""fp_372759""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00125,Pat,Brown,Female,42,NID001124,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 61.57, ""nose_width"": 38.34}, ""fingerprint_hash"": ""fp_461796""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00126,Jane,Doe,Female,31,NID001125,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 64.13, ""nose_width"": 35.88}, ""fingerprint_hash"": ""fp_144411""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00127,Chris,Smith,Female,56,NID001126,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 64.59, ""nose_width"": 38.25}, ""fingerprint_hash"": ""fp_340179""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00128,Alex,Lee,Female,29,NID001127,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 66.51, ""nose_width"": 41.26}, ""fingerprint_hash"": ""fp_681014""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00129,Alex,Brown,Male,22,NID001128,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 68.5, ""nose_width"": 30.67}, ""fingerprint_hash"": ""fp_453361""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00130,Jane,Garcia,Female,19,NID001129,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 61.56, ""nose_width"": 39.07}, ""fingerprint_hash"": ""fp_416224""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00131,Pat,Brown,Female,33,NID001130,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 59.45, ""nose_width"": 37.28}, ""fingerprint_hash"": ""fp_941765""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00132,Jane,Brown,Male,47,NID001131,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 66.59, ""nose_width"": 32.82}, ""fingerprint_hash"": ""fp_849318""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00133,Pat,Doe,Female,55,NID001132,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 59.01, ""nose_width"": 37.96}, ""fingerprint_hash"": ""fp_646695""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00134,Chris,Garcia,Female,59,NID001133,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 57.8, ""nose_width"": 42.54}, ""fingerprint_hash"": ""fp_533190""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00135,Pat,Smith,Female,41,NID001134,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 66.34, ""nose_width"": 43.06}, ""fingerprint_hash"": ""fp_425513""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00136,Jane,Smith,Female,47,NID001135,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 65.94, ""nose_width"": 39.1}, ""fingerprint_hash"": ""fp_987977""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00137,Chris,Brown,Male,54,NID001136,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 61.51, ""nose_width"": 39.74}, ""fingerprint_hash"": ""fp_558272""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00138,John,Brown,Male,56,NID001137,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.82, ""nose_width"": 36.82}, ""fingerprint_hash"": ""fp_709859""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00139,Alex,Lee,Male,28,NID001138,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 65.6, ""nose_width"": 31.0}, ""fingerprint_hash"": ""fp_116337""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00140,Jane,Garcia,Male,31,NID001139,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 59.4, ""nose_width"": 32.92}, ""fingerprint_hash"": ""fp_378079""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00141,Jane,Brown,Female,40,NID001140,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 68.48, ""nose_width"": 37.04}, ""fingerprint_hash"": ""fp_226657""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00142,Jane,Lee,Female,33,NID001141,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 59.93, ""nose_width"": 39.66}, ""fingerprint_hash"": ""fp_672690""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00143,Chris,Garcia,Female,38,NID001142,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.21, ""nose_width"": 36.03}, ""fingerprint_hash"": ""fp_270275""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00144,John,Smith,Male,21,NID001143,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 66.73, ""nose_width"": 30.2}, ""fingerprint_hash"": ""fp_550664""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00145,Pat,Lee,Male,50,NID001144,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 65.72, ""nose_width"": 36.81}, ""fingerprint_hash"": ""fp_546782""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00146,John,Garcia,Male,31,NID001145,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 62.65, ""nose_width"": 30.14}, ""fingerprint_hash"": ""fp_879289""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00147,Chris,Lee,Female,36,NID001146,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 56.38, ""nose_width"": 38.13}, ""fingerprint_hash"": ""fp_996418""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00148,Jane,Brown,Female,22,NID001147,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 57.15, ""nose_width"": 32.88}, ""fingerprint_hash"": ""fp_772634""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00149,Alex,Doe,Male,53,NID001148,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 68.31, ""nose_width"": 39.79}, ""fingerprint_hash"": ""fp_816462""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00150,Jane,Smith,Male,48,NID001149,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 56.12, ""nose_width"": 30.22}, ""fingerprint_hash"": ""fp_162286""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00151,Pat,Brown,Female,35,NID001150,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 63.34, ""nose_width"": 32.73}, ""fingerprint_hash"": ""fp_958198""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00152,Alex,Brown,Female,48,NID001151,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 61.71, ""nose_width"": 32.05}, ""fingerprint_hash"": ""fp_869613""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00153,Jane,Garcia,Female,47,NID001152,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 64.31, ""nose_width"": 34.07}, ""fingerprint_hash"": ""fp_222957""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00154,Alex,Lee,Male,38,NID001153,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 57.5, ""nose_width"": 40.61}, ""fingerprint_hash"": ""fp_316479""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00155,John,Smith,Male,47,NID001154,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 61.87, ""nose_width"": 34.0}, ""fingerprint_hash"": ""fp_656009""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00156,Chris,Brown,Male,58,NID001155,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.65, ""nose_width"": 35.16}, ""fingerprint_hash"": ""fp_845471""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00157,Jane,Garcia,Male,21,NID001156,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 60.93, ""nose_width"": 30.3}, ""fingerprint_hash"": ""fp_606603""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00158,Pat,Smith,Female,22,NID001157,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 69.87, ""nose_width"": 36.12}, ""fingerprint_hash"": ""fp_209780""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00159,John,Lee,Female,58,NID001158,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 61.59, ""nose_width"": 39.34}, ""fingerprint_hash"": ""fp_429277""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00160,Jane,Brown,Female,27,NID001159,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 67.33, ""nose_width"": 35.08}, ""fingerprint_hash"": ""fp_613234""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00161,John,Brown,Male,44,NID001160,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 60.76, ""nose_width"": 40.79}, ""fingerprint_hash"": ""fp_757049""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00162,Pat,Brown,Female,33,NID001161,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 66.03, ""nose_width"": 44.8}, ""fingerprint_hash"": ""fp_368684""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00163,Jane,Smith,Female,47,NID001162,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 66.22, ""nose_width"": 37.89}, ""fingerprint_hash"": ""fp_299026""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00164,Pat,Smith,Female,30,NID001163,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 58.13, ""nose_width"": 44.91}, ""fingerprint_hash"": ""fp_686389""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00165,Alex,Smith,Female,53,NID001164,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 66.86, ""nose_width"": 36.05}, ""fingerprint_hash"": ""fp_586941""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00166,Pat,Smith,Female,38,NID001165,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.2, ""nose_width"": 32.94}, ""fingerprint_hash"": ""fp_208526""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00167,Alex,Garcia,Male,57,NID001166,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 69.02, ""nose_width"": 43.61}, ""fingerprint_hash"": ""fp_158661""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00168,Jane,Doe,Female,32,NID001167,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 63.59, ""nose_width"": 38.1}, ""fingerprint_hash"": ""fp_711334""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00169,Alex,Garcia,Female,37,NID001168,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 65.58, ""nose_width"": 37.65}, ""fingerprint_hash"": ""fp_281831""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
